PropertyPath;ElementID;ElementName;ElementAdmin;AssociateElementID;CategoryID;Unit;LowerLimit;UpperLimit;ReadMaskingLevel;WriteMaskingLevel;Description;VID
CameraChannelAdmin.CameraChannelParameter.CameraChannelDescripter[1].CameraChannel[7].DevIndex;61;DevIndex;UNKNOWN;;10006;;0;0;-2;-2;DevIndex;0
CameraChannelAdmin.CameraChannelParameter.CameraChannelDescripter[1].CLPortDescStr;62;CLPortDescStr;UNKNOWN;;10006;;0;0;-2;-2;CLPortDescStr;0
CameraChannelAdmin.CameraChannelParameter.CameraChannelDescripter[1].DataLoadPortDescStr;63;DataLoadPortDescStr;UNKNOWN;;10006;;0;0;-2;-2;DataLoadPortDescStr;0
CameraChannelAdmin.CameraChannelParameter.CameraChannelDescripter[1].ValuePortDescStr;64;ValuePortDescStr;UNKNOWN;;10006;;0;0;-2;-2;ValuePortDescStr;0
CardChangeModule.CardChangeSysParam.PinCoordinate[0].T;6542;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;0
CardChangeModule.CardChangeSysParam.PinCoordinate[0].X;6539;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;0
CardChangeModule.CardChangeSysParam.PinCoordinate[0].Y;6540;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;0
CardChangeModule.CardChangeSysParam.PinCoordinate[0].Z;6541;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;0
CardChangeModule.CardChangeSysParam.PinCoordinate[1].T;6546;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;0
CardChangeModule.CardChangeSysParam.PinCoordinate[1].X;6543;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;0
CardChangeModule.CardChangeSysParam.PinCoordinate[1].Y;6544;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;0
CardChangeModule.CardChangeSysParam.PinCoordinate[1].Z;6545;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;0
CardChangeModule.CardChangeSysParam.PinCoordinate[2].T;6550;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;0
CardChangeModule.CardChangeSysParam.PinCoordinate[2].X;6547;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;0
CardChangeModule.CardChangeSysParam.PinCoordinate[2].Y;6548;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;0
CardChangeModule.CardChangeSysParam.PinCoordinate[2].Z;6549;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;0
CardChangeModule.CardChangeSysParam.PinCoordinate[3].T;6554;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;0
CardChangeModule.CardChangeSysParam.PinCoordinate[3].X;6551;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;0
CardChangeModule.CardChangeSysParam.PinCoordinate[3].Y;6552;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;0
CardChangeModule.CardChangeSysParam.PinCoordinate[3].Z;6553;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;0
CardChangeModule.CardChangeSysParam.WaferCoordinate[0].T;10000007;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;0
CardChangeModule.CardChangeSysParam.WaferCoordinate[0].X;10000004;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;0
CardChangeModule.CardChangeSysParam.WaferCoordinate[0].Y;10000005;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;0
CardChangeModule.CardChangeSysParam.WaferCoordinate[0].Z;10000006;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;0
CardChangeModule.CardChangeSysParam.WaferCoordinate[1].T;10000011;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;0
CardChangeModule.CardChangeSysParam.WaferCoordinate[1].X;10000008;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;0
CardChangeModule.CardChangeSysParam.WaferCoordinate[1].Y;10000009;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;0
CardChangeModule.CardChangeSysParam.WaferCoordinate[1].Z;10000010;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;0
CardChangeModule.CardChangeSysParam.WaferCoordinate[2].T;10000015;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;0
CardChangeModule.CardChangeSysParam.WaferCoordinate[2].X;10000012;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;0
CardChangeModule.CardChangeSysParam.WaferCoordinate[2].Y;10000013;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;0
CardChangeModule.CardChangeSysParam.WaferCoordinate[2].Z;10000014;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;0
CardChangeModule.CardChangeSysParam.WaferCoordinate[3].T;10000019;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;0
CardChangeModule.CardChangeSysParam.WaferCoordinate[3].X;10000016;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;0
CardChangeModule.CardChangeSysParam.WaferCoordinate[3].Y;10000017;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;0
CardChangeModule.CardChangeSysParam.WaferCoordinate[3].Z;10000018;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;0
CardChangeModule.GPCCObservationTempParam.PinCoordinate[0].T;6584;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;0
CardChangeModule.GPCCObservationTempParam.PinCoordinate[0].X;6581;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;0
CardChangeModule.GPCCObservationTempParam.PinCoordinate[0].Y;6582;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;0
CardChangeModule.GPCCObservationTempParam.PinCoordinate[0].Z;6583;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;0
CardChangeModule.GPCCObservationTempParam.PinCoordinate[1].T;6588;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;0
CardChangeModule.GPCCObservationTempParam.PinCoordinate[1].X;6585;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;0
CardChangeModule.GPCCObservationTempParam.PinCoordinate[1].Y;6586;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;0
CardChangeModule.GPCCObservationTempParam.PinCoordinate[1].Z;6587;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;0
CardChangeModule.GPCCObservationTempParam.PinCoordinate[2].T;6592;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;0
CardChangeModule.GPCCObservationTempParam.PinCoordinate[2].X;6589;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;0
CardChangeModule.GPCCObservationTempParam.PinCoordinate[2].Y;6590;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;0
CardChangeModule.GPCCObservationTempParam.PinCoordinate[2].Z;6591;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;0
CardChangeModule.GPCCObservationTempParam.PinCoordinate[3].T;6596;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;0
CardChangeModule.GPCCObservationTempParam.PinCoordinate[3].X;6593;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;0
CardChangeModule.GPCCObservationTempParam.PinCoordinate[3].Y;6594;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;0
CardChangeModule.GPCCObservationTempParam.PinCoordinate[3].Z;6595;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;0
CoordinateManager.StageCoords.ChuckCenter.T;95;Chuck Center Pos T;Tony;;10007;1/1000;-50000;50000;-2;-2;Chuck rotation center offset T;0
CoordinateManager.StageCoords.ChuckCenter.X;96;Chuck Center Pos X;Tony;;10007;micron;-200000;200000;0;0;Chuck rotation center offset X;0
CoordinateManager.StageCoords.ChuckCenter.Y;97;Chuck Center Pos Y;Tony;;10007;micron;-200000;600000;0;0;Chuck rotation center offset Y;0
CoordinateManager.StageCoords.ChuckCenter.Z;98;Chuck Center Pos Z;Tony;;10007;micron;-100000;100000;0;0;Chuck rotation center offset Z;0
CoordinateManager.StageCoords.ChuckLoadingPosition.T;99;Chuck Loading Pos T;Tony;;10015;1/1000;-50000;50000;-2;-2;Chuck loading position T;0
CoordinateManager.StageCoords.ChuckLoadingPosition.X;100;Chuck Loading Pos X;Tony;;10015;micron;-200000;200000;0;0;Chuck loading position X;0
CoordinateManager.StageCoords.ChuckLoadingPosition.Y;101;Chuck Loading Pos Y;Tony;;10015;micron;-200000;600000;0;0;Chuck loading position Y;0
CoordinateManager.StageCoords.ChuckLoadingPosition.Z;102;Chuck Loading Pos Z;Tony;;10015;micron;-100000;100000;0;0;Chuck loading position Z;0
CoordinateManager.StageCoords.CleanPadSWLimitNegative.T;103;Negative SW Limit T while NC;Ralph;;10015;1/1000;-50000;50000;-2;-2;SW Limit T while NC;0
CoordinateManager.StageCoords.CleanPadSWLimitNegative.X;104;Negative SW Limit X while NC;Ralph;;10015;micron;-200000;200000;-2;-2;SW Limit X while NC;0
CoordinateManager.StageCoords.CleanPadSWLimitNegative.Y;105;Negative SW Limit Y while NC;Ralph;;10015;micron;-200000;600000;0;0;SW limit position for Y direction while clean pad cleaning;0
CoordinateManager.StageCoords.CleanPadSWLimitNegative.Z;106;Negative SW Limit Z while NC;Ralph;;10015;micron;-100000;100000;-2;-2;SW Limit Z while NC;0
CoordinateManager.StageCoords.MachineSequareness;6643;Machine Sequareness;EMPTY;EMPTY;10015;EMPTY;0;0;0;0;Machine Sequareness;0
CoordinateManager.StageCoords.MarkEncPos.T;107;Mark Enc Pos T;Tony;;10015;1/1000;-50000;50000;-2;-2;T axis encoder position of mark;0
CoordinateManager.StageCoords.MarkEncPos.X;108;Mark Enc Pos X;Tony;;10015;micron;-200000;200000;0;0;X axis encoder position of mark;0
CoordinateManager.StageCoords.MarkEncPos.Y;109;Mark Enc Pos Y;Tony;;10015;micron;-200000;600000;0;0;Y axis encoder position of mark;0
CoordinateManager.StageCoords.MarkEncPos.Z;110;Mark Enc Pos Z;Tony;;10015;micron;-100000;100000;0;0;Z axis encoder position of mark;0
CoordinateManager.StageCoords.MarkPosInChuckCoord.T;111;Mark Pos T from Check Center;Tony;;10015;1/1000;-50000;50000;-2;-2;Position T of mark from chuck center;0
CoordinateManager.StageCoords.MarkPosInChuckCoord.X;112;Mark Pos X from Check Center;Tony;;10015;micron;-200000;200000;0;0;Position X of mark from chuck center;0
CoordinateManager.StageCoords.MarkPosInChuckCoord.Y;113;Mark Pos Y from Check Center;Tony;;10015;micron;-200000;600000;0;0;Position Y of mark from chuck center;0
CoordinateManager.StageCoords.MarkPosInChuckCoord.Z;114;Mark Pos Z from Check Center;Tony;;10015;micron;-100000;100000;0;0;Position Z of mark from chuck center;0
CoordinateManager.StageCoords.MarkPosInDiskPosCoord.T;115;MarkPosInDiskPosCoord.T;Ralph;;10015;1/1000;-50000;50000;-2;-2;Position T of clean pad center from mark;0
CoordinateManager.StageCoords.MarkPosInDiskPosCoord.X;116;MarkPosInDiskPosCoord.X;Ralph;;10015;micron;-200000;200000;0;0;Position X of clean pad center from mark;0
CoordinateManager.StageCoords.MarkPosInDiskPosCoord.Y;117;MarkPosInDiskPosCoord.Y;Ralph;;10015;micron;-200000;600000;0;0;Position Y of clean pad center from mark;0
CoordinateManager.StageCoords.MarkPosInDiskPosCoord.Z;118;MarkPosInDiskPosCoord.Z;Ralph;;10015;micron;-100000;100000;0;0;Position Z of clean pad center from mark;0
CoordinateManager.StageCoords.PHOffset.T;119;Pin High Cam Offset T;Tony;;10015;1/1000;-50000;50000;-2;-2;Position T of pin high camera from mark;0
CoordinateManager.StageCoords.PHOffset.X;120;Pin High Cam Offset X;Tony;C1,C3,C4,C7,C8;10015;micron;-200000;200000;0;0;Position X of pin high camera from mark;0
CoordinateManager.StageCoords.PHOffset.Y;121;Pin High Cam Offset Y;Tony;C1,C3,C4,C7,C8;10015;micron;-200000;600000;0;0;Position Y of pin high camera from mark;0
CoordinateManager.StageCoords.PHOffset.Z;122;Pin High Cam Offset Z;Tony;C1,C3,C4,C7,C8;10015;micron;-100000;100000;0;0;Position Z of pin high camera from mark;0
CoordinateManager.StageCoords.PinReg.PinRegMax;123;Pin Reg. Range Max;Gorden;;10015;micron;-500;-5000;0;0;Maximum registration range for probe card;0
CoordinateManager.StageCoords.PinReg.PinRegMin;124;Pin Reg. Range Min;Gorden;;10015;micron;-90000;-200000;0;0;Minimum registration range for probe card;0
CoordinateManager.StageCoords.PLCAMFromPH.T;125;Pin Low Cam Offset T;Tony;;10015;1/1000;-50000;50000;-2;-2;Position T of pin low camera from pin high camera;0
CoordinateManager.StageCoords.PLCAMFromPH.X;126;Pin Low Cam Offset X;Tony;;10015;micron;-200000;200000;0;0;Position X of pin high camera from pin high camera;0
CoordinateManager.StageCoords.PLCAMFromPH.Y;127;Pin Low Cam Offset Y;Tony;;10015;micron;-200000;600000;0;0;Position Y of pin high camera from pin high camera;0
CoordinateManager.StageCoords.PLCAMFromPH.Z;128;Pin Low Cam Offset Z;Tony;;10015;micron;-100000;100000;0;0;Position Z of pin high camera from pin high camera;0
CoordinateManager.StageCoords.ProbingSWLimitNegative.T;129;Negative SW Limit T while NC;Tony;;10015;1/1000;-50000;50000;-2;-2;Negative SW Limit of T axis;0
CoordinateManager.StageCoords.ProbingSWLimitNegative.X;130;Negative SW Limit X while NC;Tony;;10015;micron;-200000;200000;0;0;Negative SW Limit of X axis;0
CoordinateManager.StageCoords.ProbingSWLimitNegative.Y;131;Negative SW Limit Y while NC;Tony;;10015;micron;-200000;600000;0;0;Negative SW Limit of Y axis;0
CoordinateManager.StageCoords.ProbingSWLimitNegative.Z;132;Negative SW Limit Z while NC;Tony;;10015;micron;-100000;100000;0;0;Negative SW Limit of Z axis;0
CoordinateManager.StageCoords.ProbingSWLimitPositive.T;133;Positive SW Limit T while NC;Tony;;10015;1/1000;-50000;50000;-2;-2;Positive SW Limit of T axis;0
CoordinateManager.StageCoords.ProbingSWLimitPositive.X;134;Positive SW Limit X while NC;Tony;;10015;micron;-200000;200000;0;0;Positive SW Limit of X axis;0
CoordinateManager.StageCoords.ProbingSWLimitPositive.Y;135;Positive SW Limit Y while NC;Tony;;10015;micron;-200000;600000;0;0;Positive SW Limit of Y axis;0
CoordinateManager.StageCoords.ProbingSWLimitPositive.Z;136;Positive SW Limit Z while NC;Tony;;10015;micron;-100000;100000;0;0;Positive SW Limit of Z axis;0
CoordinateManager.StageCoords.ProbingSWRadiusLimit;10001872;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;0
CoordinateManager.StageCoords.ProbingSWRadiusZLimit;10001873;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;0
CoordinateManager.StageCoords.RefMarkPos.T;137;Aligned Mark Position T;Tony;;10015;1/1000;-50000;50000;-2;-2;Updated mark position T after mark align process;0
CoordinateManager.StageCoords.RefMarkPos.X;138;Aligned Mark Position X;Tony;;10015;micron;-200000;200000;0;0;Updated mark position X after mark align process;0
CoordinateManager.StageCoords.RefMarkPos.Y;139;Aligned Mark Position Y;Tony;;10015;micron;-200000;600000;0;0;Updated mark position Y after mark align process;0
CoordinateManager.StageCoords.RefMarkPos.Z;140;Aligned Mark Position Z;Tony;;10015;micron;-100000;100000;0;0;Updated mark position Z after mark align process;0
CoordinateManager.StageCoords.WHOffset.T;141;Wafer High Cam Offset T;Tony;;10015;1/1000;-50000;50000;-2;-2;Origin position T of wafer high camera;0
CoordinateManager.StageCoords.WHOffset.X;142;Wafer High Cam Offset X;Tony;C1,C3,C4,C7,C8;10015;micron;-200000;200000;0;0;Origin position X of wafer high camera;0
CoordinateManager.StageCoords.WHOffset.Y;143;Wafer High Cam Offset Y;Tony;C1,C3,C4,C7,C8;10015;micron;-200000;600000;0;0;Origin position Y of wafer high camera;0
CoordinateManager.StageCoords.WHOffset.Z;144;Wafer High Cam Offset Z;Tony;C1,C3,C4,C7,C8;10015;micron;-100000;100000;0;0;Origin position Z of wafer high camera;0
CoordinateManager.StageCoords.WLCAMFromWH.T;145;Wafer Low Cam Offset T;Tony;;10015;1/1000;-50000;50000;-2;-2;Position T of wafer low camera from wafer high camera;0
CoordinateManager.StageCoords.WLCAMFromWH.X;146;Wafer Low Cam Offset X;Tony;;10015;micron;-200000;200000;0;0;Position X of wafer high camera from wafer high camera;0
CoordinateManager.StageCoords.WLCAMFromWH.Y;147;Wafer Low Cam Offset Y;Tony;;10015;micron;-200000;600000;0;0;Position Y of wafer high camera from wafer high camera;0
CoordinateManager.StageCoords.WLCAMFromWH.Z;148;Wafer Low Cam Offset Z;Tony;;10015;micron;-100000;100000;0;0;Position Z of wafer high camera from wafer high camera;0
DeviceUpDownManager.DeviceUpDownSysParameter.ClearDeviceOption;5902;Clear Device Option;Nick;;30004;;0;0;100;100;Clear Device Option;0
DeviceUpDownManager.DeviceUpDownSysParameter.FtpServerDownloadPath;5903;Ftp Server Download Path;Nick;;30004;;0;0;100;100;Ftp Server Download Path;0
